title,author,date,views,likes,link
The true cost of oil,Garth Lenz,November 2011,876000,26000,https://ted.com/talks/garth_lenz_the_true_cost_of_oil
How mobile phones power disaster relief,Paul Conneally,November 2011,419000,12000,https://ted.com/talks/paul_conneally_how_mobile_phones_power_disaster_relief
How do you save a shark you know nothing about?,Simon Berrow,March 2010,600000,18000,https://ted.com/talks/simon_berrow_how_do_you_save_a_shark_you_know_nothing_about
Crowdsource your health,Lucien Engelen,April 2011,342000,10000,https://ted.com/talks/lucien_engelen_crowdsource_your_health
"""Family Tree""",Inara George,November 2010,249000,7400,https://ted.com/talks/inara_george_family_tree
What you don't know about marriage,Jenna McCarthy,November 2011,6700000,203000,https://ted.com/talks/jenna_mccarthy_what_you_don_t_know_about_marriage
The toxic baby,Tyrone Hayes + Penelope Jagessar Chaffer,December 2010,604000,18000,https://ted.com/talks/tyrone_hayes_penelope_jagessar_chaffer_the_toxic_baby
Deaf in the military,Keith Nolan,April 2011,374000,11000,https://ted.com/talks/keith_nolan_deaf_in_the_military
Everyday leadership,Drew Dudley,September 2010,5800000,174000,https://ted.com/talks/drew_dudley_everyday_leadership
Impossible photography,Erik Johansson,November 2011,4200000,128000,https://ted.com/talks/erik_johansson_impossible_photography
Where are the baby dinosaurs?,Jack Horner,November 2011,2800000,85000,https://ted.com/talks/jack_horner_where_are_the_baby_dinosaurs
"Globalizing the local, localizing the global",Sheikha Al Mayassa,December 2010,810000,24000,https://ted.com/talks/sheikha_al_mayassa_globalizing_the_local_localizing_the_global
"Non-lethal weapons, a moral hazard?",Stephen Coleman,September 2011,549000,16000,https://ted.com/talks/stephen_coleman_non_lethal_weapons_a_moral_hazard
How your brain tells you where you are,Neil Burgess,November 2011,1500000,46000,https://ted.com/talks/neil_burgess_how_your_brain_tells_you_where_you_are
The secret structure of great talks,Nancy Duarte,November 2011,3000000,90000,https://ted.com/talks/nancy_duarte_the_secret_structure_of_great_talks
Let's bridge the digital divide!,Aleph Molinari,August 2011,253000,7600,https://ted.com/talks/aleph_molinari_let_s_bridge_the_digital_divide
Hooked by an octopus,Mike deGruy,April 2010,1100000,35000,https://ted.com/talks/mike_degruy_hooked_by_an_octopus
Back to the future (of 1994),Danny Hillis,February 1994,699000,20000,https://ted.com/talks/danny_hillis_back_to_the_future_of_1994
The universal anesthesia machine,Erica Frenkel,December 2011,419000,12000,https://ted.com/talks/erica_frenkel_the_universal_anesthesia_machine
The happy secret to better work,Shawn Achor,May 2011,24000000,732000,https://ted.com/talks/shawn_achor_the_happy_secret_to_better_work
Treating cancer with electric fields,Bill Doyle,October 2011,716000,21000,https://ted.com/talks/bill_doyle_treating_cancer_with_electric_fields
Why I chose a gun,Peter van Uhm,November 2011,4200000,127000,https://ted.com/talks/peter_van_uhm_why_i_chose_a_gun
What happens inside those massive warehouses?,Mick Mountz,June 2011,360000,10000,https://ted.com/talks/mick_mountz_what_happens_inside_those_massive_warehouses
Hedonistic sustainability,Bjarke Ingels,May 2011,663000,19000,https://ted.com/talks/bjarke_ingels_hedonistic_sustainability
"Women entrepreneurs, example not exception",Gayle Tzemach Lemmon,December 2011,707000,21000,https://ted.com/talks/gayle_tzemach_lemmon_women_entrepreneurs_example_not_exception
Doctors make mistakes. Can we talk about that?,Brian Goldman,November 2011,1700000,52000,https://ted.com/talks/brian_goldman_doctors_make_mistakes_can_we_talk_about_that
Extreme swimming with the world's most dangerous jellyfish,Diana Nyad,October 2011,826000,24000,https://ted.com/talks/diana_nyad_extreme_swimming_with_the_world_s_most_dangerous_jellyfish
A primer on 3D printing,Lisa Harouni,November 2011,1800000,54000,https://ted.com/talks/lisa_harouni_a_primer_on_3d_printing
Is there a real you?,Julian Baggini,November 2011,1600000,48000,https://ted.com/talks/julian_baggini_is_there_a_real_you
Plant fuels that could power a jet,Bilal Bomani,August 2011,289000,8600,https://ted.com/talks/bilal_bomani_plant_fuels_that_could_power_a_jet
The beautiful math behind the world's ugliest music,Scott Rickard,September 2011,4500000,136000,https://ted.com/talks/scott_rickard_the_beautiful_math_behind_the_world_s_ugliest_music
How to make choosing easier,Sheena Iyengar,November 2011,2900000,89000,https://ted.com/talks/sheena_iyengar_how_to_make_choosing_easier
Why SOPA is a bad idea,Clay Shirky,January 2012,1500000,47000,https://ted.com/talks/clay_shirky_why_sopa_is_a_bad_idea
Three types of online attack,Mikko Hypponen,November 2011,1000000,32000,https://ted.com/talks/mikko_hypponen_three_types_of_online_attack
Atheism 2.0,Alain de Botton,July 2011,3100000,95000,https://ted.com/talks/alain_de_botton_atheism_2_0
Meet the Water Canary,Sonaar Luthra,July 2011,457000,13000,https://ted.com/talks/sonaar_luthra_meet_the_water_canary
The debut of the British Paraorchestra,Charles Hazlewood + British Paraorchestra,November 2011,115000,3400,https://ted.com/talks/charles_hazlewood_british_paraorchestra_the_debut_of_the_british_paraorchestra
"Thorium, an alternative nuclear fuel",Kirk Sorensen,April 2011,650000,19000,https://ted.com/talks/kirk_sorensen_thorium_an_alternative_nuclear_fuel
"""Women of Hope""",Morley,December 2011,374000,11000,https://ted.com/talks/morley_women_of_hope
Animations of unseeable biology,Drew Berry,May 2011,3200000,97000,https://ted.com/talks/drew_berry_animations_of_unseeable_biology
In defense of dialogue,Jonas Gahr Støre,November 2011,431000,12000,https://ted.com/talks/jonas_gahr_store_in_defense_of_dialogue
Award-winning teenage science in action,"Lauren Hodge, Shree Bose + Naomi Shah",December 2011,1000000,32000,https://ted.com/talks/lauren_hodge_shree_bose_naomi_shah_award_winning_teenage_science_in_action
Be suspicious of simple stories,Tyler Cowen,November 2009,526000,15000,https://ted.com/talks/tyler_cowen_be_suspicious_of_simple_stories
Can astronomers help doctors?,Michelle Borkin,June 2011,198000,5900,https://ted.com/talks/michelle_borkin_can_astronomers_help_doctors
"Change our culture, change our world",Nate Garvis,October 2010,188000,5600,https://ted.com/talks/nate_garvis_change_our_culture_change_our_world
"1,000 TED Talks in six words",Sebastian Wernicke,November 2011,718000,21000,https://ted.com/talks/sebastian_wernicke_1_000_ted_talks_in_six_words
The global power shift,Paddy Ashdown,December 2011,1100000,35000,https://ted.com/talks/paddy_ashdown_the_global_power_shift
Life's third act,Jane Fonda,December 2011,2800000,85000,https://ted.com/talks/jane_fonda_life_s_third_act
How healthy living nearly killed me,A.J. Jacobs,October 2011,2100000,65000,https://ted.com/talks/a_j_jacobs_how_healthy_living_nearly_killed_me
There are no scraps of men,Alberto Cairo,November 2011,1000000,31000,https://ted.com/talks/alberto_cairo_there_are_no_scraps_of_men
How to stop torture,Karen Tse,July 2011,621000,18000,https://ted.com/talks/karen_tse_how_to_stop_torture
The battle between your present and future self,Daniel Goldstein,November 2011,2700000,81000,https://ted.com/talks/daniel_goldstein_the_battle_between_your_present_and_future_self
A prosthetic eye to treat blindness,Sheila Nirenberg,October 2011,492000,14000,https://ted.com/talks/sheila_nirenberg_a_prosthetic_eye_to_treat_blindness
The quest to understand consciousness,Antonio Damasio,March 2011,2300000,70000,https://ted.com/talks/antonio_damasio_the_quest_to_understand_consciousness
Medicine for the 99 percent,Thomas Pogge,September 2011,324000,9700,https://ted.com/talks/thomas_pogge_medicine_for_the_99_percent
My subversive (garden) plot,Roger Doiron,September 2011,481000,14000,https://ted.com/talks/roger_doiron_my_subversive_garden_plot
An unexpected place of healing,Ramona Pierson,May 2011,414000,12000,https://ted.com/talks/ramona_pierson_an_unexpected_place_of_healing
Cooking as alchemy,Homaro Cantu + Ben Roche,March 2011,981000,29000,https://ted.com/talks/homaro_cantu_ben_roche_cooking_as_alchemy
Put a value on nature!,Pavan Sukhdev,July 2011,831000,24000,https://ted.com/talks/pavan_sukhdev_put_a_value_on_nature
Color-coded surgery,Quyen Nguyen,October 2011,1200000,37000,https://ted.com/talks/quyen_nguyen_color_coded_surgery
The hidden light of Afghanistan,Monika Bulaj,July 2011,702000,21000,https://ted.com/talks/monika_bulaj_the_hidden_light_of_afghanistan
What happens when an NGO admits failure,David Damberger,April 2011,348000,10000,https://ted.com/talks/david_damberger_what_happens_when_an_ngo_admits_failure
The world's smallest 3D printer,Klaus Stadlmann,October 2011,383000,11000,https://ted.com/talks/klaus_stadlmann_the_world_s_smallest_3d_printer
There are no mistakes on the bandstand,Stefon Harris,November 2011,808000,24000,https://ted.com/talks/stefon_harris_there_are_no_mistakes_on_the_bandstand
Ultrasound surgery — healing without cuts,Yoav Medan,October 2011,870000,26000,https://ted.com/talks/yoav_medan_ultrasound_surgery_healing_without_cuts
The magnificence of spider silk,Cheryl Hayashi,February 2010,936000,28000,https://ted.com/talks/cheryl_hayashi_the_magnificence_of_spider_silk
Massive-scale online collaboration,Luis von Ahn,April 2011,1800000,54000,https://ted.com/talks/luis_von_ahn_massive_scale_online_collaboration
How to topple a dictator,Srdja Popovic,November 2011,397000,11000,https://ted.com/talks/srdja_popovic_how_to_topple_a_dictator
How many lives can you live?,Sarah Kay,May 2011,1400000,44000,https://ted.com/talks/sarah_kay_how_many_lives_can_you_live
Don't misrepresent Africa,Leslie Dodson,September 2011,194000,5800,https://ted.com/talks/leslie_dodson_don_t_misrepresent_africa
Don't regret regret,Kathryn Schulz,November 2011,2400000,74000,https://ted.com/talks/kathryn_schulz_don_t_regret_regret
Building the musical muscle,Charles Limb,October 2011,754000,22000,https://ted.com/talks/charles_limb_building_the_musical_muscle
"Dance vs. powerpoint, a modest proposal",John Bohannon,November 2011,577000,17000,https://ted.com/talks/john_bohannon_dance_vs_powerpoint_a_modest_proposal
What we learn before we're born,Annie Murphy Paul,July 2011,2700000,82000,https://ted.com/talks/annie_murphy_paul_what_we_learn_before_we_re_born
Philosophy in prison,Damon Horowitz,March 2011,1500000,45000,https://ted.com/talks/damon_horowitz_philosophy_in_prison
Living beyond limits,Amy Purdy,May 2011,2100000,65000,https://ted.com/talks/amy_purdy_living_beyond_limits
A garden in my apartment,Britta Riley,May 2011,2500000,77000,https://ted.com/talks/britta_riley_a_garden_in_my_apartment
The technology of storytelling,Joe Sabia,May 2011,1400000,43000,https://ted.com/talks/joe_sabia_the_technology_of_storytelling
"Meet Rezero, the dancing ballbot",Péter Fankhauser,July 2011,618000,18000,https://ted.com/talks/peter_fankhauser_meet_rezero_the_dancing_ballbot
How to defend Earth from asteroids,Phil Plait,September 2011,2400000,73000,https://ted.com/talks/phil_plait_how_to_defend_earth_from_asteroids
Being young and making an impact,Natalie Warne,April 2011,922000,27000,https://ted.com/talks/natalie_warne_being_young_and_making_an_impact
How games make kids smarter,Gabe Zichermann,June 2011,703000,21000,https://ted.com/talks/gabe_zichermann_how_games_make_kids_smarter
Science versus wonder?,Robin Ince,July 2011,837000,25000,https://ted.com/talks/robin_ince_science_versus_wonder
Experiments that hint of longer lives,Cynthia Kenyon,July 2011,1000000,32000,https://ted.com/talks/cynthia_kenyon_experiments_that_hint_of_longer_lives
A 12-year-old app developer,Thomas Suarez,October 2011,12000000,384000,https://ted.com/talks/thomas_suarez_a_12_year_old_app_developer
Fly with the Jetman,Yves Rossy,July 2011,8700000,262000,https://ted.com/talks/yves_rossy_fly_with_the_jetman
Conception to birth — visualized,Alexander Tsiaras,December 2010,8400000,252000,https://ted.com/talks/alexander_tsiaras_conception_to_birth_visualized
Open science now!,Michael Nielsen,March 2011,237000,7100,https://ted.com/talks/michael_nielsen_open_science_now
6 ways to save the internet,Roger McNamee,March 2011,395000,11000,https://ted.com/talks/roger_mcnamee_6_ways_to_save_the_internet
The shared experience of absurdity,Charlie Todd,May 2011,3200000,97000,https://ted.com/talks/charlie_todd_the_shared_experience_of_absurdity
A map of the brain,Allan Jones,July 2011,1300000,41000,https://ted.com/talks/allan_jones_a_map_of_the_brain
Ancient wonders captured in 3D,Ben Kacyra,July 2011,646000,19000,https://ted.com/talks/ben_kacyra_ancient_wonders_captured_in_3d
High-tech art (with a sense of humor),Aparna Rao,July 2011,1000000,30000,https://ted.com/talks/aparna_rao_high_tech_art_with_a_sense_of_humor
The line between life and not-life,Martin Hanczyc,May 2011,880000,26000,https://ted.com/talks/martin_hanczyc_the_line_between_life_and_not_life
The right to understand,Sandra Fisher-Martins,March 2011,361000,10000,https://ted.com/talks/sandra_fisher_martins_the_right_to_understand
How mobile phones helped solve two murders,Paul Lewis,April 2011,293000,8700,https://ted.com/talks/paul_lewis_how_mobile_phones_helped_solve_two_murders
"Augmented reality, techno-magic",Marco Tempest,July 2011,1100000,35000,https://ted.com/talks/marco_tempest_augmented_reality_techno_magic
The real reason for brains,Daniel Wolpert,July 2011,2100000,63000,https://ted.com/talks/daniel_wolpert_the_real_reason_for_brains
A plane you can drive,Anna Mracek Dietrich,July 2011,1000000,30000,https://ted.com/talks/anna_mracek_dietrich_a_plane_you_can_drive
"Trust, morality — and oxytocin?",Paul Zak,July 2011,1800000,55000,https://ted.com/talks/paul_zak_trust_morality_and_oxytocin
"FBI, here I am!",Hasan Elahi,July 2011,932000,27000,https://ted.com/talks/hasan_elahi_fbi_here_i_am
Stories cut from paper,Béatrice Coron,March 2011,1000000,30000,https://ted.com/talks/beatrice_coron_stories_cut_from_paper
Open-source cancer research,Jay Bradner,May 2011,614000,18000,https://ted.com/talks/jay_bradner_open_source_cancer_research
The strange tale of the Norden bombsight,Malcolm Gladwell,July 2011,2300000,71000,https://ted.com/talks/malcolm_gladwell_the_strange_tale_of_the_norden_bombsight
The divided brain,Iain McGilchrist,October 2011,741000,22000,https://ted.com/talks/iain_mcgilchrist_the_divided_brain
How economic inequality harms societies,Richard Wilkinson,July 2011,3600000,110000,https://ted.com/talks/richard_wilkinson_how_economic_inequality_harms_societies
Art made of storms,Nathalie Miebach,July 2011,832000,24000,https://ted.com/talks/nathalie_miebach_art_made_of_storms
"A prosthetic arm that ""feels""",Todd Kuiken,July 2011,994000,29000,https://ted.com/talks/todd_kuiken_a_prosthetic_arm_that_feels
How cyberattacks threaten real-world peace,Guy-Philippe Goldstein,January 2010,583000,17000,https://ted.com/talks/guy_philippe_goldstein_how_cyberattacks_threaten_real_world_peace
Freeing energy from the grid,Justin Hall-Tipping,July 2011,1100000,35000,https://ted.com/talks/justin_hall_tipping_freeing_energy_from_the_grid
Learning from a barefoot movement,Bunker Roy,July 2011,4400000,133000,https://ted.com/talks/bunker_roy_learning_from_a_barefoot_movement
My mushroom burial suit,Jae Rhim Lee,July 2011,1700000,53000,https://ted.com/talks/jae_rhim_lee_my_mushroom_burial_suit
How to spot a liar,Pamela Meyer,July 2011,31000000,953000,https://ted.com/talks/pamela_meyer_how_to_spot_a_liar
The day I turned down Tim Berners-Lee,Ian Ritchie,July 2011,655000,19000,https://ted.com/talks/ian_ritchie_the_day_i_turned_down_tim_berners_lee
How beauty feels,Richard Seymour,May 2011,1100000,34000,https://ted.com/talks/richard_seymour_how_beauty_feels
What do babies think?,Alison Gopnik,July 2011,5000000,151000,https://ted.com/talks/alison_gopnik_what_do_babies_think
Trusting the ensemble,Charles Hazlewood,July 2011,586000,17000,https://ted.com/talks/charles_hazlewood_trusting_the_ensemble
We can recycle plastic,Mike Biddle,July 2011,1200000,36000,https://ted.com/talks/mike_biddle_we_can_recycle_plastic
How to live before you die,Steve Jobs,June 2005,9900000,297000,https://ted.com/talks/steve_jobs_how_to_live_before_you_die
"Less stuff, more happiness",Graham Hill,March 2011,5600000,168000,https://ted.com/talks/graham_hill_less_stuff_more_happiness
Finding life we can't imagine,Christoph Adami,February 2011,662000,19000,https://ted.com/talks/christoph_adami_finding_life_we_can_t_imagine
The generation that's remaking China,Yang Lan,July 2011,2100000,64000,https://ted.com/talks/yang_lan_the_generation_that_s_remaking_china
A flirtatious aria,Danielle de Niese,July 2011,912000,27000,https://ted.com/talks/danielle_de_niese_a_flirtatious_aria
Battling bad science,Ben Goldacre,July 2011,3000000,91000,https://ted.com/talks/ben_goldacre_battling_bad_science
Filming democracy in Ghana,Jarreth Merz,July 2011,438000,13000,https://ted.com/talks/jarreth_merz_filming_democracy_in_ghana
A short intro to the Studio School,Geoff Mulgan,July 2011,809000,24000,https://ted.com/talks/geoff_mulgan_a_short_intro_to_the_studio_school
A doctor's touch,Abraham Verghese,July 2011,1900000,57000,https://ted.com/talks/abraham_verghese_a_doctor_s_touch
"Doodlers, unite!",Sunni Brown,March 2011,1600000,48000,https://ted.com/talks/sunni_brown_doodlers_unite
Fighting a contagious cancer,Elizabeth Murchison,July 2011,569000,17000,https://ted.com/talks/elizabeth_murchison_fighting_a_contagious_cancer
Selling condoms in the Congo,Amy Lockwood,July 2011,953000,28000,https://ted.com/talks/amy_lockwood_selling_condoms_in_the_congo
What we learned from 5 million books,Jean-Baptiste Michel + Erez Lieberman Aiden,July 2011,2100000,64000,https://ted.com/talks/jean_baptiste_michel_erez_lieberman_aiden_what_we_learned_from_5_million_books
The 6 killer apps of prosperity,Niall Ferguson,July 2011,1800000,55000,https://ted.com/talks/niall_ferguson_the_6_killer_apps_of_prosperity
The Generosity Experiment,Sasha Dichter,November 2010,316000,9400,https://ted.com/talks/sasha_dichter_the_generosity_experiment
The conscience of television,Lauren Zalaznick,December 2010,828000,24000,https://ted.com/talks/lauren_zalaznick_the_conscience_of_television
Welcome to the genomic revolution,Richard Resnick,July 2011,1000000,32000,https://ted.com/talks/richard_resnick_welcome_to_the_genomic_revolution
The art of wearable communication,Kate Hartman,March 2011,1000000,30000,https://ted.com/talks/kate_hartman_the_art_of_wearable_communication
Hire the hackers!,Misha Glenny,July 2011,1500000,45000,https://ted.com/talks/misha_glenny_hire_the_hackers
Does democracy stifle economic growth?,Yasheng Huang,July 2011,1100000,34000,https://ted.com/talks/yasheng_huang_does_democracy_stifle_economic_growth
Shake up your story,Raghava KK,July 2011,1000000,31000,https://ted.com/talks/raghava_kk_shake_up_your_story
Making matter come alive,Lee Cronin,July 2011,792000,23000,https://ted.com/talks/lee_cronin_making_matter_come_alive
My father the forger,Sarah Kaminsky,January 2010,678000,20000,https://ted.com/talks/sarah_kaminsky_my_father_the_forger
Unintended consequences,Edward Tenner,March 2011,905000,27000,https://ted.com/talks/edward_tenner_unintended_consequences
Compassion and the true meaning of empathy,Joan Halifax,December 2010,2000000,60000,https://ted.com/talks/joan_halifax_compassion_and_the_true_meaning_of_empathy
Can we make things that make themselves?,Skylar Tibbits,February 2011,1100000,33000,https://ted.com/talks/skylar_tibbits_can_we_make_things_that_make_themselves
Pay attention to nonviolence,Julia Bacha,July 2011,904000,27000,https://ted.com/talks/julia_bacha_pay_attention_to_nonviolence
DNA clues to our inner neanderthal,Svante Pääbo,July 2011,1500000,47000,https://ted.com/talks/svante_paabo_dna_clues_to_our_inner_neanderthal
Beware conflicts of interest,Dan Ariely,March 2011,1400000,42000,https://ted.com/talks/dan_ariely_beware_conflicts_of_interest
The magic of truth and lies (and iPods),Marco Tempest,July 2011,6200000,188000,https://ted.com/talks/marco_tempest_the_magic_of_truth_and_lies_and_ipods
Finding planets around other stars,Lucianne Walkowicz,July 2011,1200000,38000,https://ted.com/talks/lucianne_walkowicz_finding_planets_around_other_stars
One day of peace,Jeremy Gilley,July 2011,951000,28000,https://ted.com/talks/jeremy_gilley_one_day_of_peace
The great penguin rescue,Dyan deNapoli,June 2011,453000,13000,https://ted.com/talks/dyan_denapoli_the_great_penguin_rescue
The shareable future of cities,Alex Steffen,July 2011,1000000,32000,https://ted.com/talks/alex_steffen_the_shareable_future_of_cities
"Suddenly, my body",Eve Ensler,December 2010,1500000,47000,https://ted.com/talks/eve_ensler_suddenly_my_body
The demise of guys?,Philip Zimbardo,March 2011,2500000,76000,https://ted.com/talks/philip_zimbardo_the_demise_of_guys
Are we filtering the wrong microbes?,Jessica Green,July 2011,664000,19000,https://ted.com/talks/jessica_green_are_we_filtering_the_wrong_microbes
How language transformed humanity,Mark Pagel,July 2011,1800000,55000,https://ted.com/talks/mark_pagel_how_language_transformed_humanity
Wireless data from every light bulb,Harald Haas,July 2011,2700000,82000,https://ted.com/talks/harald_haas_wireless_data_from_every_light_bulb
After your final status update,Adam Ostrow,July 2011,1300000,39000,https://ted.com/talks/adam_ostrow_after_your_final_status_update
5 ways to listen better,Julian Treasure,July 2011,10000000,307000,https://ted.com/talks/julian_treasure_5_ways_to_listen_better
Ending hunger now,Josette Sheeran,July 2011,1000000,30000,https://ted.com/talks/josette_sheeran_ending_hunger_now
The origins of pleasure,Paul Bloom,July 2011,2200000,66000,https://ted.com/talks/paul_bloom_the_origins_of_pleasure
The surprising math of cities and corporations,Geoffrey West,July 2011,1600000,48000,https://ted.com/talks/geoffrey_west_the_surprising_math_of_cities_and_corporations
Time to end the war in Afghanistan,Rory Stewart,July 2011,852000,25000,https://ted.com/talks/rory_stewart_time_to_end_the_war_in_afghanistan
A robot that flies like a bird,Markus Fischer,July 2011,8800000,264000,https://ted.com/talks/markus_fischer_a_robot_that_flies_like_a_bird
How algorithms shape our world,Kevin Slavin,July 2011,4200000,128000,https://ted.com/talks/kevin_slavin_how_algorithms_shape_our_world
"Embracing otherness, embracing myself",Thandiwe Newton,July 2011,3300000,100000,https://ted.com/talks/thandiwe_newton_embracing_otherness_embracing_myself
"Fighting viruses, defending the net",Mikko Hypponen,July 2011,1900000,57000,https://ted.com/talks/mikko_hypponen_fighting_viruses_defending_the_net
See Yemen through my eyes,Nadia Al-Sakkaf,July 2011,612000,18000,https://ted.com/talks/nadia_al_sakkaf_see_yemen_through_my_eyes
"Trial, error and the God complex",Tim Harford,July 2011,2100000,65000,https://ted.com/talks/tim_harford_trial_error_and_the_god_complex
A global culture to fight extremism,Maajid Nawaz,July 2011,849000,25000,https://ted.com/talks/maajid_nawaz_a_global_culture_to_fight_extremism
Let's take back the Internet!,Rebecca MacKinnon,July 2011,840000,25000,https://ted.com/talks/rebecca_mackinnon_let_s_take_back_the_internet
Caring for engineered tissue,Nina Tandon,March 2011,571000,17000,https://ted.com/talks/nina_tandon_caring_for_engineered_tissue
Don't take consciousness for granted,Simon Lewis,December 2010,800000,24000,https://ted.com/talks/simon_lewis_don_t_take_consciousness_for_granted
The beautiful tricks of flowers,Jonathan Drori,May 2011,1100000,33000,https://ted.com/talks/jonathan_drori_the_beautiful_tricks_of_flowers
Cooking as never seen before,Nathan Myhrvold,March 2011,1600000,49000,https://ted.com/talks/nathan_myhrvold_cooking_as_never_seen_before
Try something new for 30 days,Matt Cutts,March 2011,14000000,425000,https://ted.com/talks/matt_cutts_try_something_new_for_30_days
Building a park in the sky,Robert Hammond,March 2011,929000,27000,https://ted.com/talks/robert_hammond_building_a_park_in_the_sky
Meet e-Patient Dave,Dave deBronkart,April 2011,700000,21000,https://ted.com/talks/dave_debronkart_meet_e_patient_dave
A Rosetta Stone for a lost language,Rajesh Rao,March 2011,2200000,68000,https://ted.com/talks/rajesh_rao_a_rosetta_stone_for_a_lost_language
On being just crazy enough,Joshua Walters,May 2011,1900000,57000,https://ted.com/talks/joshua_walters_on_being_just_crazy_enough
A history of the universe in sound,Honor Harger,May 2011,1000000,30000,https://ted.com/talks/honor_harger_a_history_of_the_universe_in_sound
A circle of caring,Jok Church,March 2007,827000,24000,https://ted.com/talks/jok_church_a_circle_of_caring
Different ways of knowing,Daniel Tammet,March 2011,2400000,72000,https://ted.com/talks/daniel_tammet_different_ways_of_knowing
A future beyond traffic gridlock,Bill Ford,March 2011,919000,27000,https://ted.com/talks/bill_ford_a_future_beyond_traffic_gridlock
A cello with many voices,Maya Beiser,March 2011,1000000,30000,https://ted.com/talks/maya_beiser_a_cello_with_many_voices
This is beatjazz,Onyx Ashanti,May 2011,904000,27000,https://ted.com/talks/onyx_ashanti_this_is_beatjazz
Haunting photos of polar ice,Camille Seaman,March 2011,1200000,36000,https://ted.com/talks/camille_seaman_haunting_photos_of_polar_ice
"A manifesto for play, for Bulgaria and beyond",Steve Keil,January 2011,719000,21000,https://ted.com/talks/steve_keil_a_manifesto_for_play_for_bulgaria_and_beyond
How I became 100 artists,Shea Hembrey,March 2011,1600000,49000,https://ted.com/talks/shea_hembrey_how_i_became_100_artists
Medicine's future? There's an app for that,Daniel Kraft,April 2011,1000000,31000,https://ted.com/talks/daniel_kraft_medicine_s_future_there_s_an_app_for_that
Break the silence for suicide attempt survivors,JD Schramm,March 2011,1900000,59000,https://ted.com/talks/jd_schramm_break_the_silence_for_suicide_attempt_survivors
Is anatomy destiny?,Alice Dreger,December 2010,1200000,38000,https://ted.com/talks/alice_dreger_is_anatomy_destiny
The world's first charter city?,Paul Romer,March 2011,523000,15000,https://ted.com/talks/paul_romer_the_world_s_first_charter_city
Taking imagination seriously,Janet Echelman,March 2011,2400000,73000,https://ted.com/talks/janet_echelman_taking_imagination_seriously
Building a dinosaur from a chicken,Jack Horner,March 2011,3500000,107000,https://ted.com/talks/jack_horner_building_a_dinosaur_from_a_chicken
"We need a ""moral operating system""",Damon Horowitz,May 2011,866000,25000,https://ted.com/talks/damon_horowitz_we_need_a_moral_operating_system
Wearing nothing new,Jessi Arrington,March 2011,1600000,49000,https://ted.com/talks/jessi_arrington_wearing_nothing_new
Making sense of a visible quantum object,Aaron O'Connell,March 2011,1500000,46000,https://ted.com/talks/aaron_o_connell_making_sense_of_a_visible_quantum_object
7 rules for making more happiness,Stefan Sagmeister,June 2010,1900000,57000,https://ted.com/talks/stefan_sagmeister_7_rules_for_making_more_happiness
Making a car for blind drivers,Dennis Hong,March 2011,980000,29000,https://ted.com/talks/dennis_hong_making_a_car_for_blind_drivers
Authentic creativity vs. karaoke culture,Malcolm McLaren,October 2009,260000,7800,https://ted.com/talks/malcolm_mclaren_authentic_creativity_vs_karaoke_culture
"On violin and cello, ""Passacaglia""",Robert Gupta + Joshua Roman,March 2011,926000,27000,https://ted.com/talks/robert_gupta_joshua_roman_on_violin_and_cello_passacaglia
Faith versus tradition in Islam,Mustafa Akyol,March 2011,1300000,39000,https://ted.com/talks/mustafa_akyol_faith_versus_tradition_in_islam
Art in exile,Shirin Neshat,December 2010,829000,24000,https://ted.com/talks/shirin_neshat_art_in_exile
How we'll stop polio for good,Bruce Aylward,March 2011,738000,22000,https://ted.com/talks/bruce_aylward_how_we_ll_stop_polio_for_good
Visualizing ourselves ... with crowd-sourced data,Aaron Koblin,March 2011,1800000,54000,https://ted.com/talks/aaron_koblin_visualizing_ourselves_with_crowd_sourced_data
Gotta share!,Improv Everywhere,April 2011,376000,11000,https://ted.com/talks/improv_everywhere_gotta_share
How to tie your shoes,Terry Moore,February 2005,7900000,238000,https://ted.com/talks/terry_moore_how_to_tie_your_shoes
"The weird, wonderful world of bioluminescence",Edith Widder,March 2011,1600000,48000,https://ted.com/talks/edith_widder_the_weird_wonderful_world_of_bioluminescence
The mystery of chronic pain,Elliot Krane,March 2011,2100000,63000,https://ted.com/talks/elliot_krane_the_mystery_of_chronic_pain
Building the Seed Cathedral,Thomas Heatherwick,March 2011,1800000,54000,https://ted.com/talks/thomas_heatherwick_building_the_seed_cathedral
A light switch for neurons,Ed Boyden,March 2011,1100000,34000,https://ted.com/talks/ed_boyden_a_light_switch_for_neurons
My friend Richard Feynman,Leonard Susskind,January 2011,1400000,44000,https://ted.com/talks/leonard_susskind_my_friend_richard_feynman
Building a museum of museums on the web,Amit Sood,March 2011,754000,22000,https://ted.com/talks/amit_sood_building_a_museum_of_museums_on_the_web
The hidden power of smiling,Ron Gutman,March 2011,6100000,183000,https://ted.com/talks/ron_gutman_the_hidden_power_of_smiling
"Silk, the ancient material of the future",Fiorenzo Omenetto,March 2011,819000,24000,https://ted.com/talks/fiorenzo_omenetto_silk_the_ancient_material_of_the_future
Animal tales from icy wonderlands,Paul Nicklen,March 2011,2500000,76000,https://ted.com/talks/paul_nicklen_animal_tales_from_icy_wonderlands
The hidden beauty of pollination,Louie Schwartzberg,March 2011,2400000,74000,https://ted.com/talks/louie_schwartzberg_the_hidden_beauty_of_pollination
